id	title	title_source	start	title_uri	ccodes	variants	types	aat_types	parent_name	geowkt
2260	Tahaheh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.276692310550008 29.723889561911584)
2261	Bàroùt	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.588014530571897 26.668257767412094)
2262	Mahlleẗ Chebechìréh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.057297925083247 30.86433057941449)
2263	Tell Belàdéh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.26642459997635 30.53752433099861)
2264	G. Barakat	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.217197975867695 29.329779719828597)
2265	K. el Kotra	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.019935279583226 30.37681371620697)
2266	N. Chéïk Gàber	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.511129731969042 26.914534270115002)
2267	Nezlet el Azìz	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.486551186836586 26.94042196106925)
2268	Choràféh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (30.57547299106399 31.200822859397217)
2269	Atowàb	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.225647264942246 29.38422901008933)
2270	Tabelloùhà	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.29144570687105 31.138720176596244)
2271	Village	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.092653208951198 31.194718280240604)
2272	Terséh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.198173926274176 30.290110946864143)
2273	El mowaged	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.838966472439765 31.171640574143392)
2274	K. Géràïéh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.417597488222256 30.592520929511572)
2275	Chéik Ahmed	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (32.708477358926 25.782620596233105)
2276	Miẗ el Lotfiéh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.209469687775485 30.51485357629803)
2277	Fos	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (32.66508266300477 25.756623236469085)
2278	Darào	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG	Daràoùéh	village	300008372	EG	POINT (32.9564944635838 24.412350287204628)
2279	El Doqqat	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (30.835896116891597 31.23246360199846)
2280	Ezbet el Oioùn	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.541501947803727 26.835362054656947)
2281	K. El Agàzéh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.157551462246772 30.93849260844852)
2282	El Zaràqì	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.346258816976185 30.837921484134952)
2283	El Senéïtah	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.712342440328495 30.82958020129935)
2284	El Wàsléin	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.281814916103922 29.449027500746837)
2286	El Tell	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.4521028901124 26.83914980925047)
2287	Behebit el Hagar	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (30.811919621719095 29.43895066007276)
2288	Toûk	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (32.16699026477076 26.18852294260736)
2289	Nakàrìéh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.460542376636006 30.585136484267778)
2290	Village ruine	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.131027952287663 31.086245312043143)
2291	Nezlet Hoçém	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.063838822732247 27.262112907557476)
2292	El Béràireh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (31.934515986140344 31.165079055915395)
2293	N. El Kaoùtah	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (30.84168265647389 27.446297357146666)
2294	Chéik Abbàcéh	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG		village	300008372	EG	POINT (30.786610740594114 28.498914453086435)
2295	N. Mahmoùd	Jacotin, Pierre, and Edme François Jomard. Carte Topographique De L'Égypte Et De Plusieurs Parties Des Pays Limitrophes; Levée Pendant L'Expédition De L' Armée Française, Par Les Ingénieurs-Géographes, Les Officiers Du Génie Militaire Et Les Ingénieurs Des Ponts Et Chaussées; Assujettie Aux Observations Des Astronomes, Construite Par M. Jacotin, Colonel Au Corps Royal Des Ingénieur-Géographes Militaires, Chevalier de l'Ordre Royal et Militaire de Saint-Louis et de la Légion d'Honneur, Membre de l'Institut d'Égypte; Gravée Au Dépôt Général De La Guerre, à l'Échelle de 1 Millimètre pour 100 Mètres. Publiée Par Ordre Du Gouvernement. 1828.	1828	http://www.worldcat.org/oclc/248989716	EG	N. el Sangàq	village	300008372	EG	POINT (30.733830972047915 27.656471397793727)
